dateYear,value
1975-01-31,2.3626
1975-02-28,2.395
1975-03-31,2.4194
1975-04-30,2.3708
1975-05-31,2.3214
1975-06-30,2.2804
1975-07-31,2.1856
1975-08-31,2.1149
1975-09-30,2.0845
1975-10-31,2.057
1975-11-30,2.0497
1975-12-31,2.0217
1976-01-31,2.0281
1976-02-29,2.0259
1976-03-31,1.943
1976-04-30,1.8466
1976-05-31,1.8079
1976-06-30,1.7643
1976-07-31,1.7861
1976-08-31,1.7829
1976-09-30,1.7311
1976-10-31,1.6387
1976-11-30,1.6363
1976-12-31,1.6779
1977-01-31,1.713
1977-02-28,1.7104
1977-03-31,1.7175
1977-04-30,1.7192
1977-05-31,1.7186
1977-06-30,1.7193
1977-07-31,1.7225
1977-08-31,1.7398
1977-09-30,1.7432
1977-10-31,1.7708
1977-11-30,1.8175
1977-12-31,1.8536
1978-01-31,1.9347
1978-02-28,1.9404
1978-03-31,1.9084
1978-04-30,1.851
1978-05-31,1.8183
1978-06-30,1.8374
1978-07-31,1.8944
1978-08-31,1.942
1978-09-30,1.9589
1978-10-31,2.0068
1978-11-30,1.9601
1978-12-31,1.9844
1979-01-31,2.0051
1979-02-28,2.0035
1979-03-31,2.0382
1979-04-30,2.0728
1979-05-31,2.0579
1979-06-30,2.1119
1979-07-31,2.2601
1979-08-31,2.2384
1979-09-30,2.1998
1979-10-31,2.1449
1979-11-30,2.1328
1979-12-31,2.2005
1980-01-31,2.2658
1980-02-29,2.2898
1980-03-31,2.2063
1980-04-30,2.2162
1980-05-31,2.304
1980-06-30,2.3359
1980-07-31,2.3727
1980-08-31,2.3705
1980-09-30,2.402
1980-10-31,2.4168
1980-11-30,2.3964
1980-12-31,2.3459
1981-01-31,2.4047
1981-02-28,2.2941
1981-03-31,2.2326
1981-04-30,2.179
1981-05-31,2.0895
1981-06-30,1.9738
1981-07-31,1.8764
1981-08-31,1.821
1981-09-30,1.817
1981-10-31,1.8427
1981-11-30,1.9038
1981-12-31,1.9052
1982-01-31,1.8875
1982-02-28,1.8468
1982-03-31,1.8072
1982-04-30,1.7721
1982-05-31,1.8115
1982-06-30,1.7578
1982-07-31,1.7348
1982-08-31,1.7267
1982-09-30,1.7141
1982-10-31,1.6978
1982-11-30,1.633
1982-12-31,1.6185
1983-01-31,1.5733
1983-02-28,1.5328
1983-03-31,1.4906
1983-04-30,1.5412
1983-05-31,1.5732
1983-06-30,1.5491
1983-07-31,1.5283
1983-08-31,1.5017
1983-09-30,1.4984
1983-10-31,1.4974
1983-11-30,1.4776
1983-12-31,1.4355
1984-01-31,1.4082
1984-02-29,1.4402
1984-03-31,1.4566
1984-04-30,1.4238
1984-05-31,1.3893
1984-06-30,1.3774
1984-07-31,1.3211
1984-08-31,1.314
1984-09-30,1.259
1984-10-31,1.2202
1984-11-30,1.2416
1984-12-31,1.1873
1985-01-31,1.1286
1985-02-28,1.0932
1985-03-31,1.123
1985-04-30,1.2424
1985-05-31,1.2503
1985-06-30,1.2809
1985-07-31,1.3783
1985-08-31,1.3834
1985-09-30,1.3654
1985-10-31,1.4223
1985-11-30,1.4403
1985-12-31,1.4461
1986-01-31,1.423
1986-02-28,1.4302
1986-03-31,1.467
1986-04-30,1.4986
1986-05-31,1.5206
1986-06-30,1.5089
1986-07-31,1.508
1986-08-31,1.4867
1986-09-30,1.4716
1986-10-31,1.4276
1986-11-30,1.4253
1986-12-31,1.4383
1987-01-31,1.5071
1987-02-28,1.5271
1987-03-31,1.5919
1987-04-30,1.6299
1987-05-31,1.6661
1987-06-30,1.6293
1987-07-31,1.6099
1987-08-31,1.5975
1987-09-30,1.6462
1987-10-31,1.6621
1987-11-30,1.7754
1987-12-31,1.8273
1988-01-31,1.7981
1988-02-29,1.7578
1988-03-31,1.8324
1988-04-30,1.8765
1988-05-31,1.8694
1988-06-30,1.779
1988-07-31,1.7042
1988-08-31,1.6983
1988-09-30,1.6833
1988-10-31,1.7382
1988-11-30,1.809
1988-12-31,1.8282
1989-01-31,1.7748
1989-02-28,1.7541
1989-03-31,1.7146
1989-04-30,1.7022
1989-05-31,1.6295
1989-06-30,1.5532
1989-07-31,1.6244
1989-08-31,1.5955
1989-09-30,1.5715
1989-10-31,1.5882
1989-11-30,1.5724
1989-12-31,1.5957
1990-01-31,1.6523
1990-02-28,1.6962
1990-03-31,1.6246
1990-04-30,1.6374
1990-05-31,1.6778
1990-06-30,1.7094
1990-07-31,1.8081
1990-08-31,1.8998
1990-09-30,1.8786
1990-10-31,1.9454
1990-11-30,1.9647
1990-12-31,1.9257
1991-01-31,1.9348
1991-02-28,1.9655
1991-03-31,1.8265
1991-04-30,1.7502
1991-05-31,1.7252
1991-06-30,1.6499
1991-07-31,1.6503
1991-08-31,1.6841
1991-09-30,1.7249
1991-10-31,1.7226
1991-11-30,1.7787
1991-12-31,1.8258
1992-01-31,1.8127
1992-02-29,1.7781
1992-03-31,1.7238
1992-04-30,1.7576
1992-05-31,1.8109
1992-06-30,1.8556
1992-07-31,1.9186
1992-08-31,1.9412
1992-09-30,1.8559
1992-10-31,1.6577
1992-11-30,1.5275
1992-12-31,1.5536
1993-01-31,1.5325
1993-02-28,1.4386
1993-03-31,1.4625
1993-04-30,1.5472
1993-05-31,1.5481
1993-06-30,1.5099
1993-07-31,1.4963
1993-08-31,1.4911
1993-09-30,1.5261
1993-10-31,1.5037
1993-11-30,1.4806
1993-12-31,1.4904
1994-01-31,1.4939
1994-02-28,1.4799
1994-03-31,1.4917
1994-04-30,1.4837
1994-05-31,1.5029
1994-06-30,1.5252
1994-07-31,1.5463
1994-08-31,1.5427
1994-09-30,1.5651
1994-10-31,1.6057
1994-11-30,1.5886
1994-12-31,1.5595
1995-01-31,1.5747
1995-02-28,1.572
1995-03-31,1.6005
1995-04-30,1.6074
1995-05-31,1.5868
1995-06-30,1.5949
1995-07-31,1.5953
1995-08-31,1.5681
1995-09-30,1.5584
1995-10-31,1.5779
1995-11-30,1.5623
1995-12-31,1.5398
1996-01-31,1.5306
1996-02-29,1.5364
1996-03-31,1.5271
1996-04-30,1.5145
1996-05-31,1.5152
1996-06-30,1.5418
1996-07-31,1.5539
1996-08-31,1.5502
1996-09-30,1.5597
1996-10-31,1.5862
1996-11-30,1.6626
1996-12-31,1.6647
1997-01-31,1.6587
1997-02-28,1.6246
1997-03-31,1.6063
1997-04-30,1.6295
1997-05-31,1.6334
1997-06-30,1.6446
1997-07-31,1.6702
1997-08-31,1.6034
1997-09-30,1.6015
1997-10-31,1.6329
1997-11-30,1.689
1997-12-31,1.6597
1998-01-31,1.6353
1998-02-28,1.6407
1998-03-31,1.662
1998-04-30,1.6733
1998-05-31,1.6366
1998-06-30,1.6507
1998-07-31,1.6437
1998-08-31,1.632
1998-09-30,1.6822
1998-10-31,1.6952
1998-11-30,1.662
1998-12-31,1.6705
1999-01-31,1.6509
1999-02-28,1.6276
1999-03-31,1.622
1999-04-30,1.6105
1999-05-31,1.6154
1999-06-30,1.595
1999-07-31,1.5747
1999-08-31,1.6073
1999-09-30,1.6243
1999-10-31,1.6572
1999-11-30,1.6214
1999-12-31,1.6132
2000-01-31,1.6402
2000-02-29,1.5998
2000-03-31,1.5802
2000-04-30,1.5837
2000-05-31,1.5075
2000-06-30,1.5089
2000-07-31,1.5088
2000-08-31,1.491
2000-09-30,1.4355
2000-10-31,1.4511
2000-11-30,1.4256
2000-12-31,1.4625
2001-01-31,1.4769
2001-02-28,1.4529
2001-03-31,1.4454
2001-04-30,1.435
2001-05-31,1.4259
2001-06-30,1.4014
2001-07-31,1.4139
2001-08-31,1.4365
2001-09-30,1.4635
2001-10-31,1.4517
2001-11-30,1.4358
2001-12-31,1.4409
2002-01-31,1.4323
2002-02-28,1.4231
2002-03-31,1.4225
2002-04-30,1.4434
2002-05-31,1.4593
2002-06-30,1.4863
2002-07-31,1.5546
2002-08-31,1.5377
2002-09-30,1.5561
2002-10-31,1.5574
2002-11-30,1.5723
2002-12-31,1.5863
2003-01-31,1.6169
2003-02-28,1.6085
2003-03-31,1.5836
2003-04-30,1.5747
2003-05-31,1.623
2003-06-30,1.6606
2003-07-31,1.6242
2003-08-31,1.595
2003-09-30,1.6131
2003-10-31,1.6787
2003-11-30,1.6901
2003-12-31,1.7507
2004-01-31,1.8234
2004-02-29,1.8673
2004-03-31,1.8267
2004-04-30,1.8005
2004-05-31,1.7876
2004-06-30,1.8275
2004-07-31,1.8429
2004-08-31,1.8216
2004-09-30,1.7922
2004-10-31,1.8065
2004-11-30,1.8603
2004-12-31,1.9275
2005-01-31,1.8764
2005-02-28,1.8871
2005-03-31,1.9078
2005-04-30,1.896
2005-05-31,1.8538
2005-06-30,1.8179
2005-07-31,1.7509
2005-08-31,1.7943
2005-09-30,1.8081
2005-10-31,1.764
2005-11-30,1.7341
2005-12-31,1.7462
2006-01-31,1.7678
2006-02-28,1.747
2006-03-31,1.7435
2006-04-30,1.7685
2006-05-31,1.8702
2006-06-30,1.8428
2006-07-31,1.8447
2006-08-31,1.8944
2006-09-30,1.8847
2006-10-31,1.8755
2006-11-30,1.9119
2006-12-31,1.9633
2007-01-31,1.9587
2007-02-28,1.9581
2007-03-31,1.9471
2007-04-30,1.9909
2007-05-31,1.9836
2007-06-30,1.9864
2007-07-31,2.0338
2007-08-31,2.0111
2007-09-30,2.0185
2007-10-31,2.0446
2007-11-30,2.0701
2007-12-31,2.0185
2008-01-31,1.9698
2008-02-29,1.9638
2008-03-31,2.0032
2008-04-30,1.9817
2008-05-31,1.9641
2008-06-30,1.9658
2008-07-31,1.988
2008-08-31,1.8889
2008-09-30,1.7986
2008-10-31,1.69
2008-11-30,1.5338
2008-12-31,1.4859
2009-01-31,1.4452
2009-02-28,1.4411
2009-03-31,1.4174
2009-04-30,1.4715
2009-05-31,1.5429
2009-06-30,1.6366
2009-07-31,1.6366
2009-08-31,1.6539
2009-09-30,1.6328
2009-10-31,1.6199
2009-11-30,1.6597
2009-12-31,1.6239
2010-01-31,1.6162
2010-02-28,1.5615
2010-03-31,1.5053
2010-04-30,1.534
2010-05-31,1.4627
2010-06-30,1.4761
2010-07-31,1.5299
2010-08-31,1.566
2010-09-30,1.5578
2010-10-31,1.5862
2010-11-30,1.5961
2010-12-31,1.5603
2011-01-31,1.5795
2011-02-28,1.613
2011-03-31,1.6159
2011-04-30,1.6345
2011-05-31,1.6312
2011-06-30,1.6214
2011-07-31,1.6145
2011-08-31,1.6348
2011-09-30,1.5783
2011-10-31,1.576
2011-11-30,1.5804
2011-12-31,1.5585
2012-01-31,1.551
2012-02-29,1.5802
2012-03-31,1.5823
2012-04-30,1.6014
2012-05-31,1.5905
2012-06-30,1.5571
2012-07-31,1.5589
2012-08-31,1.5719
2012-09-30,1.6116
2012-10-31,1.6079
2012-11-30,1.5961
2012-12-31,1.6144
2013-01-31,1.5957
2013-02-28,1.5478
2013-03-31,1.5076
2013-04-30,1.5316
2013-05-31,1.5285
2013-06-30,1.5478
2013-07-31,1.5172
2013-08-31,1.5507
2013-09-30,1.5865
2013-10-31,1.6094
2013-11-30,1.6104
2013-12-31,1.6375
2014-01-31,1.647
2014-02-28,1.6567
2014-03-31,1.6622
2014-04-30,1.6743
2014-05-31,1.6844
2014-06-30,1.6906
2014-07-31,1.7069
2014-08-31,1.6709
2014-09-30,1.6305
2014-10-31,1.6068
2014-11-30,1.578
2014-12-31,1.564
2015-01-31,1.5143
2015-02-28,1.5334
2015-03-31,1.4957
2015-04-30,1.4967
2015-05-31,1.547
2015-06-30,1.5568
2015-07-31,1.556
2015-08-31,1.5583
2015-09-30,1.5326
2015-10-31,1.5339
2015-11-30,1.519
2015-12-31,1.4983
2016-01-31,1.4379
2016-02-29,1.4296
2016-03-31,1.425
2016-04-30,1.4312
2016-05-31,1.4518
2016-06-30,1.4209
2016-07-31,1.3141
2016-08-31,1.31
2016-09-30,1.3142
2016-10-31,1.2329
2016-11-30,1.2431
2016-12-31,1.2488
2017-01-31,1.2351
2017-02-28,1.249
2017-03-31,1.2348
2017-04-30,1.2652
2017-05-31,1.2933
2017-06-30,1.2813
2017-07-31,1.2994
2017-08-31,1.2955
2017-09-30,1.3324
2017-10-31,1.3197
2017-11-30,1.3219
2017-12-31,1.3402
2018-01-31,1.3832
2018-02-28,1.3961
2018-03-31,1.397
2018-04-30,1.4083
2018-05-31,1.3459
2018-06-30,1.3288
2018-07-31,1.3169
2018-08-31,1.288
2018-09-30,1.3062
2018-10-31,1.3012
2018-11-30,1.2901
2018-12-31,1.2661
2019-01-31,1.2901
2019-02-28,1.3017
2019-03-31,1.3165
2019-04-30,1.3036
2019-05-31,1.2841
2019-06-30,1.2679
2019-07-31,1.2469
2019-08-31,1.2155
2019-09-30,1.2354
2019-10-31,1.2647
2019-11-30,1.2883
2019-12-31,1.3101
2020-01-31,1.3071
2020-02-29,1.2957
2020-03-31,1.2364
2020-04-30,1.241
2020-05-31,1.23
2020-06-30,1.2526
2020-07-31,1.2691
2020-08-31,1.3126
2020-09-30,1.2956
2020-10-31,1.2985
2020-11-30,1.3207
2020-12-31,1.3432
2021-01-31,1.3633
2021-02-28,1.387
2021-03-31,1.3859
2021-04-30,1.3842
2021-05-31,1.4091
2021-06-30,1.4027
2021-07-31,1.3807
2021-08-31,1.3799
2021-09-30,1.3733
2021-10-31,1.3696
2021-11-30,1.3448
2021-12-31,1.3301
2022-01-31,1.3561
2022-02-28,1.3538
2022-03-31,1.3173
2022-04-30,1.2917
2022-05-31,1.2443
2022-06-30,1.229
2022-07-31,1.1989
2022-08-31,1.1999
2022-09-30,1.1326
