,Price,Desc,All,Type,Date
23,£5.75,b'Barefoot Shiraz',b'Barefoot Shiraz 75cl Only \xc2\xa35.75: Save \xc2\xa31.00 \xc2\xa35.75/unit \xc2\xa35.75/75cl',Red wine,2021-03-01
24,£5.75,b'Gallo Family Vineyards Merlot',b'Gallo Family Vineyards Merlot 75cl \xc2\xa35.75/unit \xc2\xa35.75/75cl',Red wine,2021-03-01
25,£7.50,b'Cono Sur Pinot Noir',b'Cono Sur Pinot Noir 75cl \xc2\xa37.50/unit \xc2\xa37.50/75cl',Red wine,2021-03-01
26,£6.50,b'Prestige de Calvet Bordeaux',b'Prestige de Calvet Bordeaux 75cl Only \xc2\xa36.50: Save \xc2\xa31.00 \xc2\xa36.50/unit \xc2\xa36.50/75cl',Red wine,2021-03-01
27,£4.50,"b""Sainsbury's House Red""","b""Sainsbury's House Red 75cl \xc2\xa34.50/unit \xc2\xa34.50/75cl""",Red wine,2021-03-01
28,£8.00,"b""Apothic Winemakers' Blend Red""","b""Apothic Winemakers' Blend Red 75cl Only \xc2\xa38.00: Save \xc2\xa31.00 \xc2\xa38.00/unit \xc2\xa38.00/75cl""",Red wine,2021-03-01
29,£2.75,"b""Sainsbury's Alcohol Free Red Wine""","b""Sainsbury's Alcohol Free Red Wine 75cl \xc2\xa32.75/unit \xc2\xa32.75/75cl""",Red wine,2021-03-01
30,£7.00,b'Yellow Tail Malbec',b'Yellow Tail Malbec 75cl \xc2\xa37.00/unit \xc2\xa37.00/75cl',Red wine,2021-03-01
31,£2.25,b'Campo Viejo Rioja Tempranillo Red Wine',b'Campo Viejo Rioja Tempranillo Red Wine 187ml \xc2\xa32.25/unit \xc2\xa39.02/75cl',Red wine,2021-03-01
32,£5.85,b'Era Costana Crianza Rioja',b'Era Costana Crianza Rioja 75cl \xc2\xa35.85/unit \xc2\xa35.85/75cl',Red wine,2021-03-01
33,£8.50,b'Dark Horse Cabernet Sauvignon',b'Dark Horse Cabernet Sauvignon 75cl \xc2\xa38.50/unit \xc2\xa38.50/75cl',Red wine,2021-03-01
34,£6.00,b'Beyerskloof Pinotage',b'Beyerskloof Pinotage 75cl Only \xc2\xa36.00: Save \xc2\xa32.00 \xc2\xa36.00/unit \xc2\xa36.00/75cl',Red wine,2021-03-01
35,£5.75,"b""Sainsbury's Cabernet Sauvignon, SO Organic""","b""Sainsbury's Cabernet Sauvignon, SO Organic 75cl Only \xc2\xa35.75: Save 75p \xc2\xa35.75/unit \xc2\xa35.75/75cl""",Red wine,2021-03-01
36,£7.00,b'McGuigan Reserve Cabernet Sauvignon',b'McGuigan Reserve Cabernet Sauvignon 75cl \xc2\xa37.00/unit \xc2\xa37.00/75cl',Red wine,2021-03-01
37,£3.85,b'Penguin Sands Shiraz',b'Penguin Sands Shiraz 75cl \xc2\xa33.85/unit \xc2\xa33.85/75cl',Red wine,2021-03-01
38,£13.00,"b""Sainsbury's House Cabernet Sauvignon""","b""Sainsbury's House Cabernet Sauvignon 2.25L \xc2\xa313.00/unit \xc2\xa34.33/75cl""",Red wine,2021-03-01
39,£6.25,b'Porcupine Ridge Shiraz',b'Porcupine Ridge Shiraz 75cl Only \xc2\xa36.25: Save \xc2\xa31.25 \xc2\xa36.25/unit \xc2\xa36.25/75cl',Red wine,2021-03-01
40,£8.00,b'Wolf Blass Yellow Label Cabernet',b'Wolf Blass Yellow Label Cabernet 75cl \xc2\xa38.00/unit \xc2\xa38.00/75cl',Red wine,2021-03-01
41,£9.00,b'Georges Duboeuf Fleurie',b'Georges Duboeuf Fleurie 75cl Only \xc2\xa39.00: Save \xc2\xa31.00 \xc2\xa39.00/unit \xc2\xa39.00/75cl',Red wine,2021-03-01
42,£7.50,"b""Sainsbury's Rioja Reserva, Taste the Difference""","b""Sainsbury's Rioja Reserva, Taste the Difference 75cl Only \xc2\xa37.50: Save \xc2\xa31.50 \xc2\xa37.50/unit \xc2\xa37.50/75c""",Red wine,2021-03-01
43,£4.40,"b""Sainsbury's House Cabernet Sauvignon""","b""Sainsbury's House Cabernet Sauvignon 75cl \xc2\xa34.40/unit \xc2\xa34.40/75cl""",Red wine,2021-03-01
44,£10.50,b'Oyster Bay Merlot',b'Oyster Bay Merlot 75cl \xc2\xa310.50/unit \xc2\xa310.50/75cl',Red wine,2021-03-01
45,£6.00,"b""Sainsbury's Maipo Merlot, Taste the Difference""","b""Sainsbury's Maipo Merlot, Taste the Difference 75cl Only \xc2\xa36.00: Save \xc2\xa31.00 \xc2\xa36.00/unit \xc2\xa36.00/75cl""",Red wine,2021-03-01
46,£4.85,b'Stamford Brook Merlot',b'Stamford Brook Merlot 75cl \xc2\xa34.85/unit \xc2\xa34.85/75cl',Red wine,2021-03-01
47,£8.00,"b""Sainsbury's Beaujolais Sup\xc3\xa9rieur, Taste the Diffe""","b""Sainsbury's Beaujolais Sup\xc3\xa9rieur, Taste the Difference 75cl \xc2\xa38.00/unit \xc2\xa38.00/75cl""",Red wine,2021-03-01
48,£18.00,b'Ch\xc3\xa2teauneuf Du Pape Les Courlandes',b'Ch\xc3\xa2teauneuf Du Pape Les Courlandes 75cl \xc2\xa318.00/unit \xc2\xa318.00/75cl',Red wine,2021-03-01
49,£7.00,"b""Sainsbury's Chilean Pinot Noir, Taste the Differen""","b""Sainsbury's Chilean Pinot Noir, Taste the Difference 75cl Only \xc2\xa37.00: Save \xc2\xa31.50 \xc2\xa37.00/unit \xc2\xa37.0""",Red wine,2021-03-01
50,£9.00,b'Oyster Bay Pinot Noir',b'Oyster Bay Pinot Noir 75cl Only \xc2\xa39.00: Save \xc2\xa32.00 \xc2\xa39.00/unit \xc2\xa39.00/75cl',Red wine,2021-03-01
51,£2.25,b'McGuigan Estate Shiraz (Small bottle)',b'McGuigan Estate Shiraz (Small bottle) 18.7cl \xc2\xa32.25/unit \xc2\xa39.02/75cl',Red wine,2021-03-01
52,£8.50,b'Dark Horse Merlot',b'Dark Horse Merlot 75cl \xc2\xa38.50/unit \xc2\xa38.50/75cl',Red wine,2021-03-01
53,£7.00,b'McGuigan Reserve Merlot',b'McGuigan Reserve Merlot 75cl \xc2\xa37.00/unit \xc2\xa37.00/75cl',Red wine,2021-03-01
54,£12.00,b'DV Catena Malbec',b'DV Catena Malbec 75cl \xc2\xa312.00/unit \xc2\xa312.00/75cl',Red wine,2021-03-01
55,£5.00,"b""Sainsbury's House Claret""","b""Sainsbury's House Claret 75cl \xc2\xa35.00/unit \xc2\xa35.00/75cl""",Red wine,2021-03-01
56,£8.00,b'Campo Viejo Rioja Garnacha Red Wine',b'Campo Viejo Rioja Garnacha Red Wine 75cl \xc2\xa38.00/unit \xc2\xa38.00/75cl',Red wine,2021-03-01
57,£8.25,"b""Sainsbury's C\xc3\xb4tes du Rh\xc3\xb4ne Villages, Taste the D""","b""Sainsbury's C\xc3\xb4tes du Rh\xc3\xb4ne Villages, Taste the Difference 75cl \xc2\xa38.25/unit \xc2\xa38.25/75cl""",Red wine,2021-03-01
58,£6.75,"b'Sainsbury\xe2\x80\x99s Western Australian Shiraz, Taste the'","b'Sainsbury\xe2\x80\x99s Western Australian Shiraz, Taste the Difference 75cl Only \xc2\xa36.75: Save 75p \xc2\xa36.75/unit'",Red wine,2021-03-01
59,£5.85,"b'Mavrodaphni of Patra, Kourtaki'","b'Mavrodaphni of Patra, Kourtaki 75cl \xc2\xa35.85/unit \xc2\xa35.85/75cl'",Red wine,2021-03-01
0,£5.25,b'Mondelli Pinot Grigio Blush',b'Mondelli Pinot Grigio Blush 75cl Only \xc2\xa35.25: Save 50p \xc2\xa35.25/unit \xc2\xa35.25/75cl',Rose wine,2021-03-01
1,£8.50,"b""Sainsbury's C\xc3\xb4tes De Provence Ros\xc3\xa9, Taste the Di""","b""Sainsbury's C\xc3\xb4tes De Provence Ros\xc3\xa9, Taste the Difference 75cl Only \xc2\xa38.50: Save \xc2\xa31.25 \xc2\xa38.50/unit""",Rose wine,2021-03-01
2,£6.00,"b""Sainsbury's Pinot Grigio Dolomiti Blush, Taste the""","b""Sainsbury's Pinot Grigio Dolomiti Blush, Taste the Difference 75cl Only \xc2\xa36.00: Save \xc2\xa31.50 \xc2\xa36.00/u""",Rose wine,2021-03-01
3,£8.00,"b""Sainsbury's Bordeaux Ros\xc3\xa9, Taste the Difference""","b""Sainsbury's Bordeaux Ros\xc3\xa9, Taste the Difference 75cl \xc2\xa38.00/unit \xc2\xa38.00/75cl""",Rose wine,2021-03-01
4,£7.00,"b""Sainsbury's Fronton Negrette Ros\xc3\xa9, Taste The Diff""","b""Sainsbury's Fronton Negrette Ros\xc3\xa9, Taste The Difference 75cl \xc2\xa37.00/unit \xc2\xa37.00/75cl""",Rose wine,2021-03-01
5,£5.50,b'Gallo Family Vineyards White Zinfandel',b'Gallo Family Vineyards White Zinfandel 75cl \xc2\xa35.50/unit \xc2\xa35.50/75cl',Rose wine,2021-03-01
6,£5.60,b'Blossom Hill White Zinfandel Ros\xc3\xa9',b'Blossom Hill White Zinfandel Ros\xc3\xa9 75cl \xc2\xa35.60/unit \xc2\xa35.60/75cl',Rose wine,2021-03-01
7,£5.75,b'Barefoot White Zinfandel',b'Barefoot White Zinfandel 75cl Only \xc2\xa35.75: Save \xc2\xa31.00 \xc2\xa35.75/unit \xc2\xa35.75/75cl',Rose wine,2021-03-01
8,£5.50,b'Palastri Pinot Grigio Blush',b'Palastri Pinot Grigio Blush 75cl \xc2\xa35.50/unit \xc2\xa35.50/75cl',Rose wine,2021-03-01
9,£5.60,b'Gallo Family Vineyards White Grenache',b'Gallo Family Vineyards White Grenache 75cl \xc2\xa35.60/unit \xc2\xa35.60/75cl',Rose wine,2021-03-01
10,£6.00,b'Mateus Ros\xc3\xa9',b'Mateus Ros\xc3\xa9 75cl \xc2\xa36.00/unit \xc2\xa36.00/75cl',Rose wine,2021-03-01
11,£4.50,"b""Sainsbury's House Zinfandel Ros\xc3\xa9""","b""Sainsbury's House Zinfandel Ros\xc3\xa9 75cl \xc2\xa34.50/unit \xc2\xa34.50/75cl""",Rose wine,2021-03-01
12,£5.00,b'Blossom Hill Rose',b'Blossom Hill Rose 75cl \xc2\xa35.00/unit \xc2\xa35.00/75cl',Rose wine,2021-03-01
13,£6.75,b'Barefoot Pink Moscato',b'Barefoot Pink Moscato 75cl \xc2\xa36.75/unit \xc2\xa36.75/75cl',Rose wine,2021-03-01
14,£2.75,"b""Sainsbury's Alcohol Free Ros\xc3\xa9""","b""Sainsbury's Alcohol Free Ros\xc3\xa9 75cl \xc2\xa32.75/unit \xc2\xa32.75/75cl""",Rose wine,2021-03-01
15,£4.80,b'Alvorada Portuguese Ros\xc3\xa9',b'Alvorada Portuguese Ros\xc3\xa9 75cl \xc2\xa34.80/unit \xc2\xa34.80/75cl',Rose wine,2021-03-01
16,£3.75,b'Echo Falls Fruit Fusion Summer Berries Rose Wine',b'Echo Falls Fruit Fusion Summer Berries Rose Wine 75cl \xc2\xa33.75/unit \xc2\xa33.75/75cl',Rose wine,2021-03-01
17,£2.25,b'Blossom Hill White Zinfandel Ros\xc3\xa9 (Small bottle)',b'Blossom Hill White Zinfandel Ros\xc3\xa9 (Small bottle) 18.7cl \xc2\xa32.25/unit \xc2\xa39.02/75cl',Rose wine,2021-03-01
18,£5.00,b'Black Tower Ros\xc3\xa9',b'Black Tower Ros\xc3\xa9 75cl \xc2\xa35.00/unit \xc2\xa35.00/75cl',Rose wine,2021-03-01
19,£3.00,"b""Sainsbury's Lambrusco Rosato""","b""Sainsbury's Lambrusco Rosato 75cl \xc2\xa33.00/unit \xc2\xa33.00/75cl""",Rose wine,2021-03-01
20,£4.50,"b""Sainsbury's House Dry Ros\xc3\xa9""","b""Sainsbury's House Dry Ros\xc3\xa9 75cl \xc2\xa34.50/unit \xc2\xa34.50/75cl""",Rose wine,2021-03-01
21,£13.00,"b""Sainsbury's House Zinfandel Ros\xc3\xa9""","b""Sainsbury's House Zinfandel Ros\xc3\xa9 2.25L \xc2\xa313.00/unit \xc2\xa34.33/75cl""",Rose wine,2021-03-01
22,£4.75,b'Gallo Family Vineyards Summer Ros\xc3\xa9',b'Gallo Family Vineyards Summer Ros\xc3\xa9 75cl \xc2\xa34.75/unit \xc2\xa34.75/75cl',Rose wine,2021-03-01
23,£13.00,b'Sancerre Ros\xc3\xa9 Les Caillotes',b'Sancerre Ros\xc3\xa9 Les Caillotes 75cl \xc2\xa313.00/unit \xc2\xa313.00/75cl',Rose wine,2021-03-01
24,£5.60,b'Gallo Family Vineyards Pink Moscato',b'Gallo Family Vineyards Pink Moscato 75cl \xc2\xa35.60/unit \xc2\xa35.60/75cl',Rose wine,2021-03-01
25,£2.50,b'Mateus Ros\xc3\xa9 (Small bottle)',b'Mateus Ros\xc3\xa9 (Small bottle) 18.7cl \xc2\xa32.50/unit \xc2\xa310.03/75cl',Rose wine,2021-03-01
26,£4.95,b'Montpierre R\xc3\xa9serve Shiraz Ros\xc3\xa9',b'Montpierre R\xc3\xa9serve Shiraz Ros\xc3\xa9 75cl \xc2\xa34.95/unit \xc2\xa34.95/75cl',Rose wine,2021-03-01
27,£6.50,"b""Sainsbury's Barrihuelo Rioja Rosado, Taste the Dif""","b""Sainsbury's Barrihuelo Rioja Rosado, Taste the Difference 75cl Only \xc2\xa36.50: Save \xc2\xa31.00 \xc2\xa36.50/unit """,Rose wine,2021-03-01
28,£2.75,"b""Sainsbury's Fairtrade Moscato Sparkling Ros\xc3\xa9, Tas""","b""Sainsbury's Fairtrade Moscato Sparkling Ros\xc3\xa9, Taste the Difference (Small bottle) 18.7cl \xc2\xa32.75/uni""",Rose wine,2021-03-01
29,£12.00,b'Freixenet Italian Sparkling Rose Extra Dry Wine',b'Freixenet Italian Sparkling Rose Extra Dry Wine 75cl \xc2\xa312.00/unit \xc2\xa312.00/75cl',Rose wine,2021-03-01
30,£7.00,"b""Sainsbury's Touraine Rose, Taste the Difference""","b""Sainsbury's Touraine Rose, Taste the Difference 75cl \xc2\xa37.00/unit \xc2\xa37.00/75cl""",Rose wine,2021-03-01
31,£13.00,b'Baron Gassier Provence St V Rose',b'Baron Gassier Provence St V Rose 75cl \xc2\xa313.00/unit \xc2\xa313.00/75cl',Rose wine,2021-03-01
32,£11.50,"b""Sainsbury's Cremant De Loire Rose, Taste the Diffe""","b""Sainsbury's Cremant De Loire Rose, Taste the Difference 75cl \xc2\xa311.50/unit \xc2\xa311.50/75cl""",Rose wine,2021-03-01
33,£8.00,"b""La Terrasse Ros\xc3\xa9 Pays d'Oc""","b""La Terrasse Ros\xc3\xa9 Pays d'Oc 75cl Only \xc2\xa38.00: Save \xc2\xa32.00 \xc2\xa38.00/unit \xc2\xa38.00/75cl""",Rose wine,2021-03-01
34,£2.25,b'Mondelli Pinot Grigio Blush (Small bottle)',b'Mondelli Pinot Grigio Blush (Small bottle) 18.7cl \xc2\xa32.25/unit \xc2\xa39.02/75cl',Rose wine,2021-03-01
35,£3.65,b'Time Keeper Ros\xc3\xa9 Wine',b'Time Keeper Ros\xc3\xa9 Wine 75cl \xc2\xa33.65/unit \xc2\xa33.65/75cl',Rose wine,2021-03-01
36,£4.00,b'Blossom Hill Spritz Raspberry & Blackcurrant',b'Blossom Hill Spritz Raspberry & Blackcurrant 75cl \xc2\xa34.00/unit \xc2\xa34.00/75cl',Rose wine,2021-03-01
37,£4.00,b'Mondelli Puglia Rosato',b'Mondelli Puglia Rosato 75cl Only \xc2\xa34.00: Save \xc2\xa31.00 \xc2\xa34.00/unit \xc2\xa34.00/75cl',Rose wine,2021-03-01
38,£5.00,b'Echo Falls',b'Echo Falls 187ml & Lindt Lindor Truffles Gift Set \xc2\xa35.00/unit \xc2\xa35.00/ea',Rose wine,2021-03-01
39,£11.00,b'Chapel Down English Ros\xc3\xa9',b'Chapel Down English Ros\xc3\xa9 75cl Only \xc2\xa311.00: Save \xc2\xa32.00 \xc2\xa311.00/unit \xc2\xa311.00/75cl',Rose wine,2021-03-01
40,£3.75,b'Gallo Spritz Raspberry & Lime',b'Gallo Spritz Raspberry & Lime 75cl \xc2\xa33.75/unit \xc2\xa33.75/75cl',Rose wine,2021-03-01
41,£7.00,b'Yellow Tail Rose',b'Yellow Tail Rose 750ml \xc2\xa37.00/unit \xc2\xa37.00/75cl',Rose wine,2021-03-01
42,£2.25,b'PinotPinot Pinot Grigio Pink Fizz',b'PinotPinot Pinot Grigio Pink Fizz 200ml \xc2\xa32.25/unit \xc2\xa38.44/75cl',Rose wine,2021-03-01
43,£2.25,b'I Heart Ros\xc3\xa9 Frizzante Can',b'I Heart Ros\xc3\xa9 Frizzante Can 20cl \xc2\xa32.25/unit \xc2\xa38.44/75cl',Rose wine,2021-03-01
44,£11.00,b'Mirabeau Forever Summer',b'Mirabeau Forever Summer 75cl \xc2\xa311.00/unit \xc2\xa311.00/75cl',Rose wine,2021-03-01
45,£9.00,b'Freixenet Italian Still Rose',b'Freixenet Italian Still Rose 75cl \xc2\xa39.00/unit \xc2\xa39.00/75cl',Rose wine,2021-03-01
46,£5.75,b'Campo Viejo Ros\xc3\xa9 Wine',b'Campo Viejo Ros\xc3\xa9 Wine 750ml Only \xc2\xa35.75: Save \xc2\xa32.25 \xc2\xa35.75/unit \xc2\xa35.75/75cl',Rose wine,2021-03-01
47,£2.50,"b""Calvet Cap d'Adge Ros\xc3\xa9""","b""Calvet Cap d'Adge Ros\xc3\xa9 187ml \xc2\xa32.50/unit \xc2\xa310.03/75cl""",Rose wine,2021-03-01
48,£7.50,b'I Heart Prosecco Rose',b'I Heart Prosecco Rose 75cl Introductory Offer: Only \xc2\xa37.50 \xc2\xa37.50/unit \xc2\xa37.50/75cl',Rose wine,2021-03-01
49,£6.00,b'Most Wanted Pale Rose',b'Most Wanted Pale Rose 75cl Only \xc2\xa36.00: Save \xc2\xa31.50 \xc2\xa36.00/unit \xc2\xa36.00/75cl',Rose wine,2021-03-01
50,£2.25,b'Minivino Ros\xc3\xa9',b'Minivino Ros\xc3\xa9 18.7cl \xc2\xa32.25/unit \xc2\xa39.02/75cl',Rose wine,2021-03-01
51,£14.00,"b""La Terrasse Ros\xc3\xa9 Pays d'Oc""","b""La Terrasse Ros\xc3\xa9 Pays d'Oc 150cl Only \xc2\xa314.00: Save \xc2\xa36.00 \xc2\xa314.00/unit \xc2\xa37.00/75cl""",Rose wine,2021-03-01
52,£2.65,b'Nice Pale Ros\xc3\xa9',b'Nice Pale Ros\xc3\xa9 25cl \xc2\xa32.65/unit \xc2\xa37.95/75cl',Rose wine,2021-03-01
53,£2.00,b'Vandra Ros\xc3\xa9 Can',b'Vandra Ros\xc3\xa9 Can 250ml Only \xc2\xa32.00: Save 65p \xc2\xa32.00/unit \xc2\xa36.00/75cl',Rose wine,2021-03-01
54,£14.00,b'Calvet South Of France Rose',b'Calvet South Of France Rose 1.5L \xc2\xa314.00/unit \xc2\xa37.00/75cl',Rose wine,2021-03-01
55,£2.50,b'Minivino Ros\xc3\xa9 Fizz',b'Minivino Ros\xc3\xa9 Fizz 200ml \xc2\xa32.50/unit \xc2\xa39.38/75cl',Rose wine,2021-03-01
56,£12.00,b'Bird in Hand Sparkling',b'Bird in Hand Sparkling 750ml Introductory Offer: Only \xc2\xa312.00 \xc2\xa312.00/unit \xc2\xa312.00/75cl',Rose wine,2021-03-01
57,£9.50,b'Villa Maria Sauvignon Blanc Blush',b'Villa Maria Sauvignon Blanc Blush 75cl \xc2\xa39.50/unit \xc2\xa39.50/75cl',Rose wine,2021-03-01
58,£2.15,b'Babe Sparkling Rose Can',b'Babe Sparkling Rose Can 20cl \xc2\xa32.15/unit \xc2\xa38.06/75cl',Rose wine,2021-03-01
59,£14.00,b'La Terrasse Sparkling Rose',b'La Terrasse Sparkling Rose 75cl \xc2\xa314.00/unit \xc2\xa314.00/75cl',Rose wine,2021-03-01
0,£6.00,"b""Sainsbury's Pinot Grigio, Taste the Difference""","b""Sainsbury's Pinot Grigio, Taste the Difference 75cl Only \xc2\xa36.00: Save \xc2\xa31.00 \xc2\xa36.00/unit \xc2\xa36.00/75cl""",Vegan wine,2021-03-01
1,£4.50,"b""Sainsbury's House Pinot Grigio""","b""Sainsbury's House Pinot Grigio 75cl \xc2\xa34.50/unit \xc2\xa34.50/75cl""",Vegan wine,2021-03-01
2,£8.00,"b""Sainsbury's Coolwater Bay Marlborough Sauvignon, T""","b""Sainsbury's Coolwater Bay Marlborough Sauvignon, Taste the Difference 75cl \xc2\xa38.00/unit \xc2\xa38.00/75cl""",Vegan wine,2021-03-01
3,£6.00,"b""Sainsbury's Chilean Sauvignon Blanc, Taste the Dif""","b""Sainsbury's Chilean Sauvignon Blanc, Taste the Difference 75cl Only \xc2\xa36.00: Save \xc2\xa31.50 \xc2\xa36.00/unit """,Vegan wine,2021-03-01
4,£7.50,"b""Sainsbury's Languedoc White Wine, Taste the Differ""","b""Sainsbury's Languedoc White Wine, Taste the Difference 75cl \xc2\xa37.50/unit \xc2\xa37.50/75cl""",Vegan wine,2021-03-01
5,£7.75,"b""Sainsbury's Vinedos Barrihuelo Rioja Crianza, Tast""","b""Sainsbury's Vinedos Barrihuelo Rioja Crianza, Taste the Difference 75cl \xc2\xa37.75/unit \xc2\xa37.75/75cl""",Vegan wine,2021-03-01
6,£6.00,"b""Sainsbury's Ros\xc3\xa9 Cava""","b""Sainsbury's Ros\xc3\xa9 Cava 75cl \xc2\xa36.00/unit \xc2\xa36.00/75cl""",Vegan wine,2021-03-01
7,£8.50,"b""Sainsbury's Morador Malbec, Taste the Difference""","b""Sainsbury's Morador Malbec, Taste the Difference 75cl \xc2\xa38.50/unit \xc2\xa38.50/75cl""",Vegan wine,2021-03-01
8,£13.00,"b""Sainsbury's House Soave""","b""Sainsbury's House Soave 2.25L \xc2\xa313.00/unit \xc2\xa34.33/75cl""",Vegan wine,2021-03-01
9,£7.00,"b""Sainsbury's Bordeaux Sauvignon Blanc, Taste the Di""","b""Sainsbury's Bordeaux Sauvignon Blanc, Taste the Difference 75cl \xc2\xa37.00/unit \xc2\xa37.00/75cl""",Vegan wine,2021-03-01
10,£6.00,"b""Sainsbury's Cava Medium Dry""","b""Sainsbury's Cava Medium Dry 75cl \xc2\xa36.00/unit \xc2\xa36.00/75cl""",Vegan wine,2021-03-01
11,£3.50,"b""Sainsbury's Ginger Wine""","b""Sainsbury's Ginger Wine 70cl \xc2\xa33.50/unit \xc2\xa33.75/75cl""",Vegan wine,2021-03-01
12,£8.50,"b""Sainsbury's C\xc3\xb4tes De Provence Ros\xc3\xa9, Taste the Di""","b""Sainsbury's C\xc3\xb4tes De Provence Ros\xc3\xa9, Taste the Difference 75cl Only \xc2\xa38.50: Save \xc2\xa31.25 \xc2\xa38.50/unit""",Vegan wine,2021-03-01
13,£1.95,"b""Sainsbury's House Pinot Grigio (Small bottle)""","b""Sainsbury's House Pinot Grigio (Small bottle) 18.7cl \xc2\xa31.95/unit \xc2\xa37.82/75cl""",Vegan wine,2021-03-01
14,£7.00,"b""Sainsbury's Verdicchio Dei Castelli Di Jesi, Taste""","b""Sainsbury's Verdicchio Dei Castelli Di Jesi, Taste the Difference 75cl \xc2\xa37.00/unit \xc2\xa37.00/75cl""",Vegan wine,2021-03-01
15,£5.75,"b""Sainsbury's Cabernet Sauvignon, SO Organic""","b""Sainsbury's Cabernet Sauvignon, SO Organic 75cl Only \xc2\xa35.75: Save 75p \xc2\xa35.75/unit \xc2\xa35.75/75cl""",Vegan wine,2021-03-01
16,£8.50,"b""Sainsbury's Albarino, Taste the Difference""","b""Sainsbury's Albarino, Taste the Difference 75cl \xc2\xa38.50/unit \xc2\xa38.50/75cl""",Vegan wine,2021-03-01
17,£8.00,"b""Sainsbury's Touraine Sauvignon Blanc, Taste the Di""","b""Sainsbury's Touraine Sauvignon Blanc, Taste the Difference 75cl \xc2\xa38.00/unit \xc2\xa38.00/75cl""",Vegan wine,2021-03-01
18,£8.00,"b""Sainsbury's Bordeaux Ros\xc3\xa9, Taste the Difference""","b""Sainsbury's Bordeaux Ros\xc3\xa9, Taste the Difference 75cl \xc2\xa38.00/unit \xc2\xa38.00/75cl""",Vegan wine,2021-03-01
19,£8.00,"b""Sainsbury's Macon Villages, Taste the Difference""","b""Sainsbury's Macon Villages, Taste the Difference 75cl \xc2\xa38.00/unit \xc2\xa38.00/75cl""",Vegan wine,2021-03-01
20,£12.00,"b""Sainsbury's Chablis, Taste the Difference""","b""Sainsbury's Chablis, Taste the Difference 75cl \xc2\xa312.00/unit \xc2\xa312.00/75cl""",Vegan wine,2021-03-01
21,£7.50,"b""Sainsbury's Rioja Reserva, Taste the Difference""","b""Sainsbury's Rioja Reserva, Taste the Difference 75cl Only \xc2\xa37.50: Save \xc2\xa31.50 \xc2\xa37.50/unit \xc2\xa37.50/75c""",Vegan wine,2021-03-01
22,£5.25,b'Alvorado Vinho Verde',b'Alvorado Vinho Verde 75cl \xc2\xa35.25/unit \xc2\xa35.25/75cl',Vegan wine,2021-03-01
23,£10.50,"b""Sainsbury's Petit Chablis, Taste the Difference""","b""Sainsbury's Petit Chablis, Taste the Difference 75cl \xc2\xa310.50/unit \xc2\xa310.50/75cl""",Vegan wine,2021-03-01
24,£1.95,"b""Sainsbury's House Chardonnay (Small bottle)""","b""Sainsbury's House Chardonnay (Small bottle) 18.7cl \xc2\xa31.95/unit \xc2\xa37.82/75cl""",Vegan wine,2021-03-01
25,£4.80,b'Alvorada Portuguese Ros\xc3\xa9',b'Alvorada Portuguese Ros\xc3\xa9 75cl \xc2\xa34.80/unit \xc2\xa34.80/75cl',Vegan wine,2021-03-01
